"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 29, 2015","40.73","41.09","41.33","40.44","6.80M","-1.07%"
"Jul 28, 2015","41.17","40.18","41.38","40.18","8.19M","2.57%"
"Jul 27, 2015","40.14","39.63","40.81","38.90","12.07M","1.29%"
"Jul 24, 2015","39.63","43.00","43.11","39.62","20.15M","-6.99%"
"Jul 23, 2015","42.61","42.78","43.81","42.00","16.58M","2.85%"
"Jul 22, 2015","41.43","40.96","41.61","40.96","8.30M","1.30%"
"Jul 21, 2015","40.90","40.50","41.30","40.49","7.30M","0.86%"
"Jul 20, 2015","40.55","41.55","41.71","40.44","7.65M","-2.05%"
"Jul 17, 2015","41.40","41.45","41.84","41.24","9.74M","0.02%"
"Jul 16, 2015","41.39","41.81","42.22","41.30","12.11M","-0.36%"
"Jul 15, 2015","41.54","41.39","42.22","40.39","17.92M","-1.24%"
"Jul 14, 2015","42.06","42.04","42.46","41.29","12.70M","-0.85%"
"Jul 13, 2015","42.42","41.96","42.72","41.96","12.08M","2.94%"
"Jul 10, 2015","41.21","40.51","41.64","40.50","16.45M","3.88%"
"Jul 09, 2015","39.67","39.84","40.28","39.66","8.49M","0.92%"
"Jul 08, 2015","39.31","40.30","40.31","39.14","11.19M","-3.34%"
"Jul 07, 2015","40.67","39.93","40.74","39.26","10.38M","2.37%"
"Jul 06, 2015","39.73","39.09","40.00","39.08","9.16M","1.79%"
"Jul 02, 2015","39.03","39.02","39.80","38.40","11.08M","0.59%"
"Jul 01, 2015","38.80","40.65","40.90","37.80","24.91M","-2.85%"
"Jun 30, 2015","39.94","40.20","40.60","39.93","11.18M","0.48%"
"Jun 29, 2015","39.75","40.77","41.32","39.59","17.65M","-4.08%"
"Jun 26, 2015","41.44","42.44","42.58","41.33","9.82M","-1.89%"
"Jun 25, 2015","42.24","42.65","43.42","42.20","8.17M","0.00%"
"Jun 24, 2015","42.24","42.70","42.92","42.07","6.90M","-1.15%"
"Jun 23, 2015","42.73","42.98","43.42","42.35","10.70M","-0.70%"
"Jun 22, 2015","43.03","42.92","43.25","42.24","15.12M","3.54%"
"Jun 19, 2015","41.56","40.30","41.89","40.30","20.20M","3.95%"
"Jun 18, 2015","39.98","39.80","40.22","39.61","10.65M","0.25%"
"Jun 17, 2015","39.88","39.27","40.09","38.91","9.57M","1.01%"
"Jun 16, 2015","39.48","40.13","40.32","39.32","9.21M","-1.47%"
"Jun 15, 2015","40.07","40.35","41.00","40.01","8.83M","-1.55%"
"Jun 12, 2015","40.70","39.84","40.99","39.76","10.33M","1.70%"
"Jun 11, 2015","40.02","40.79","41.26","39.94","10.12M","-1.01%"
"Jun 10, 2015","40.43","40.21","41.21","39.70","15.73M","0.25%"
"Jun 09, 2015","40.33","38.80","40.72","38.45","27.02M","1.18%"
"Jun 08, 2015","39.86","41.07","41.24","39.27","25.76M","-4.46%"
"Jun 05, 2015","41.72","42.13","42.58","41.71","9.95M","-1.07%"
"Jun 04, 2015","42.17","43.05","43.98","41.88","14.13M","-2.23%"
"Jun 03, 2015","43.13","43.35","43.91","43.01","13.27M","-1.46%"
"Jun 02, 2015","43.77","43.30","44.10","43.04","14.83M","-0.93%"
"Jun 01, 2015","44.18","42.61","44.38","42.09","21.92M","4.27%"
"May 29, 2015","42.37","41.68","42.60","41.32","13.24M","0.95%"
"May 28, 2015","41.97","42.25","42.50","41.77","9.24M","-0.64%"
"May 27, 2015","42.24","41.65","42.45","41.60","13.02M","1.66%"
"May 26, 2015","41.55","43.05","43.09","41.36","17.48M","-2.49%"
"May 22, 2015","42.61","42.70","42.93","42.02","16.11M","0.33%"
"May 21, 2015","42.47","43.19","43.39","42.40","23.90M","-1.37%"
"May 20, 2015","43.06","47.56","47.56","42.97","51.46M","-10.01%"
"May 19, 2015","47.85","49.45","49.68","47.70","14.98M","-2.35%"
"May 18, 2015","49.00","48.56","49.17","48.38","6.15M","0.70%"
"May 15, 2015","48.66","49.41","49.45","48.56","6.65M","-0.31%"
"May 14, 2015","48.81","48.94","49.09","48.50","7.98M","0.66%"
"May 13, 2015","48.49","49.27","49.85","48.40","8.55M","-0.74%"
"May 12, 2015","48.85","49.11","49.40","48.63","6.82M","-1.61%"
"May 11, 2015","49.65","49.00","50.30","48.80","8.04M","1.24%"
"May 08, 2015","49.04","49.23","49.83","48.93","6.48M","-0.04%"
"May 07, 2015","49.06","47.40","49.62","47.40","11.43M","4.27%"
"May 06, 2015","47.05","46.78","47.64","46.15","10.12M","0.09%"
"May 05, 2015","47.01","48.21","48.71","46.90","11.38M","-3.96%"
"May 04, 2015","48.95","49.41","50.08","48.80","5.59M","-0.89%"
"May 01, 2015","49.39","48.65","49.83","48.51","8.08M","2.30%"
"Apr 30, 2015","48.28","48.50","49.46","48.01","9.40M","-1.23%"
"Apr 29, 2015","48.88","50.58","50.80","47.66","18.05M","-4.51%"
"Apr 28, 2015","51.19","51.70","51.82","50.01","9.24M","-1.31%"
"Apr 27, 2015","51.87","52.68","52.68","51.70","9.84M","-1.57%"
"Apr 24, 2015","52.70","51.98","53.47","51.49","20.25M","2.43%"
"Apr 23, 2015","51.45","51.07","51.72","50.70","9.82M","0.10%"
"Apr 22, 2015","51.40","51.40","51.54","50.40","7.33M","0.08%"
"Apr 21, 2015","51.36","50.00","51.42","49.46","10.85M","3.22%"
"Apr 20, 2015","49.76","48.61","49.78","47.91","9.52M","3.26%"
"Apr 17, 2015","48.19","47.96","48.65","47.95","8.66M","-0.10%"
"Apr 16, 2015","48.24","47.81","48.91","47.75","7.16M","1.03%"
"Apr 15, 2015","47.75","48.00","48.72","47.67","9.85M","0.70%"
"Apr 14, 2015","47.42","47.49","47.78","46.88","9.88M","-0.77%"
"Apr 13, 2015","47.79","47.47","48.59","47.47","9.35M","0.13%"
"Apr 10, 2015","47.73","48.16","48.79","47.72","11.71M","-0.23%"
"Apr 09, 2015","47.84","48.86","49.48","47.72","11.58M","-1.85%"
"Apr 08, 2015","48.74","47.80","49.09","47.73","11.18M","2.63%"
"Apr 07, 2015","47.49","48.30","48.80","47.49","9.39M","-1.23%"
"Apr 06, 2015","48.08","48.35","48.69","47.67","13.32M","-2.22%"
"Apr 02, 2015","49.17","50.48","50.85","49.15","14.11M","-2.52%"
"Apr 01, 2015","50.44","51.10","51.38","50.11","15.19M","-4.43%"
"Mar 31, 2015","52.78","53.66","53.73","52.68","8.39M","-1.60%"
"Mar 30, 2015","53.64","53.24","53.84","53.05","8.17M","1.86%"
"Mar 27, 2015","52.66","51.38","52.85","51.38","9.00M","2.71%"
"Mar 26, 2015","51.27","50.84","51.69","50.25","14.24M","-1.42%"
"Mar 25, 2015","52.01","53.62","53.78","51.93","14.24M","-3.56%"
"Mar 24, 2015","53.93","54.04","54.41","53.66","11.94M","-0.86%"
"Mar 23, 2015","54.40","55.47","55.93","54.37","19.04M","-2.44%"
"Mar 20, 2015","55.76","55.19","56.05","54.86","137.77M","1.03%"
"Mar 19, 2015","55.19","54.57","55.24","54.45","18.90M","1.96%"
"Mar 18, 2015","54.13","53.69","54.60","53.34","21.32M","0.82%"
"Mar 17, 2015","53.69","52.63","54.18","52.50","41.84M","6.91%"
"Mar 16, 2015","50.22","49.77","50.45","49.45","10.90M","2.03%"
"Mar 13, 2015","49.22","48.75","49.49","48.28","9.19M","1.11%"
"Mar 12, 2015","48.68","47.57","48.72","47.56","7.13M","2.72%"
"Mar 11, 2015","47.39","46.90","47.89","46.58","6.63M","1.41%"
"Mar 10, 2015","46.73","47.50","47.58","46.47","9.34M","-2.48%"
"Mar 09, 2015","47.92","48.05","48.58","47.58","7.46M","-0.15%"
"Mar 06, 2015","47.99","48.33","48.94","47.90","7.00M","-0.85%"
"Mar 05, 2015","48.40","49.19","49.20","47.78","7.04M","-1.12%"
"Mar 04, 2015","48.95","48.85","48.96","47.98","6.71M","0.37%"
"Mar 03, 2015","48.77","47.90","49.03","47.75","9.05M","0.95%"
"Mar 02, 2015","48.31","48.20","48.57","47.85","11.48M","0.86%"
"Feb 27, 2015","47.90","49.00","49.40","47.85","9.40M","-2.94%"
"Feb 26, 2015","49.35","50.38","50.38","49.02","7.58M","-0.76%"
"Feb 25, 2015","49.73","51.30","51.49","49.46","9.58M","-3.47%"
"Feb 24, 2015","51.52","50.29","51.55","49.36","13.92M","0.41%"
"Feb 23, 2015","51.31","51.75","52.20","50.95","9.51M","0.57%"
"Feb 20, 2015","51.02","49.81","51.12","49.13","10.54M","2.49%"
"Feb 19, 2015","49.78","50.78","50.80","49.59","11.46M","0.95%"
"Feb 18, 2015","49.31","48.60","49.45","48.18","8.75M","2.71%"
"Feb 17, 2015","48.01","48.77","49.45","47.86","7.26M","-0.79%"
"Feb 13, 2015","48.39","47.53","48.40","46.65","9.90M","1.07%"
"Feb 12, 2015","47.88","46.75","48.50","46.40","9.54M","0.61%"
"Feb 11, 2015","47.59","48.79","48.95","47.35","10.06M","-0.96%"
"Feb 10, 2015","48.05","47.40","48.38","46.90","9.09M","3.27%"
"Feb 09, 2015","46.53","46.41","47.23","45.95","12.96M","-3.36%"
"Feb 06, 2015","48.15","48.84","49.47","47.89","8.65M","-1.35%"
"Feb 05, 2015","48.81","49.46","49.46","47.60","9.22M","-1.31%"
"Feb 04, 2015","49.46","48.62","49.79","48.23","11.84M","4.13%"
"Feb 03, 2015","47.50","47.30","48.16","46.55","16.68M","-2.50%"
"Feb 02, 2015","48.72","48.58","48.93","46.21","22.41M","-0.73%"
"Jan 30, 2015","49.08","52.02","52.13","48.63","18.47M","-6.05%"
"Jan 29, 2015","52.24","51.05","52.42","50.57","16.62M","3.20%"
"Jan 28, 2015","50.62","52.79","53.70","50.30","17.06M","-3.95%"
"Jan 27, 2015","52.70","53.99","54.52","52.54","19.81M","-4.96%"
"Jan 26, 2015","55.45","55.89","56.20","54.73","13.35M","-0.43%"
"Jan 23, 2015","55.69","55.40","55.98","54.80","9.49M","0.18%"
"Jan 22, 2015","55.59","54.52","55.82","53.91","16.20M","3.58%"
"Jan 21, 2015","53.67","52.65","54.00","51.95","12.88M","1.74%"
"Jan 20, 2015","52.75","51.00","52.83","49.81","15.16M","5.90%"
"Jan 16, 2015","49.81","49.38","49.97","48.27","12.98M","0.81%"
"Jan 15, 2015","49.41","49.13","50.40","48.58","10.40M","0.00%"
"Jan 14, 2015","49.41","49.41","50.23","48.10","15.68M","-1.96%"
"Jan 13, 2015","50.40","50.12","51.43","49.46","12.26M","1.65%"
"Jan 12, 2015","49.58","51.06","51.45","49.20","18.26M","-4.69%"
"Jan 09, 2015","52.02","53.67","53.91","51.82","12.35M","-3.06%"
"Jan 08, 2015","53.66","53.48","54.28","53.25","9.67M","1.23%"
"Jan 07, 2015","53.01","53.38","53.65","52.12","10.07M","-0.06%"
"Jan 06, 2015","53.04","54.27","54.43","52.13","13.77M","-1.56%"
"Jan 05, 2015","53.88","54.37","54.54","53.34","11.57M","-0.06%"
"Jan 02, 2015","53.91","54.28","54.60","53.07","10.76M","0.52%"
